title,structural_archetype,primary_domain,sub_category,published_date,publish_day,publish_hour,views,likes,comments,engagement_rate_%,duration_formatted,thumbnail_url,url,video_id,description_clean
41- Yusuf R5-12/A36-111 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-11-20,Monday,6,53,4,0,7.55,49:08,https://i.ytimg.com/vi/T2PHtSnUixM/maxresdefault.jpg,https://youtube.com/watch?v=T2PHtSnUixM,T2PHtSnUixM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
46. Sora Saba & Fatir | Ramzan 26,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-03-11,Wednesday,8,52,4,0,7.69,49:16,https://i.ytimg.com/vi/9HXsNtiJnxA/maxresdefault.jpg,https://youtube.com/watch?v=9HXsNtiJnxA,9HXsNtiJnxA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Last. Sorat Lail to Naas & Fatiha # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-28,Friday,20,52,8,0,15.38,02:02:04,https://i.ytimg.com/vi/cjo8OfvbN-w/maxresdefault.jpg,https://youtube.com/watch?v=cjo8OfvbN-w,cjo8OfvbN-w,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
40. Sorat Sajda & Ahzab ayat 40 # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-21,Friday,6,52,6,0,11.54,01:42:44,https://i.ytimg.com/vi/Wx-QtAYi5MQ/maxresdefault.jpg,https://youtube.com/watch?v=Wx-QtAYi5MQ,Wx-QtAYi5MQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
108- Nooh to Mudassir | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-16,Tuesday,5,52,2,0,3.85,59:49,https://i.ytimg.com/vi/-_Bzbsh3BEg/maxresdefault.jpg,https://youtube.com/watch?v=-_Bzbsh3BEg,-_Bzbsh3BEg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
21b. Sorat Yaseen. Heart of Quran. A single Ummati,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-01,Monday,6,52,1,0,1.92,01:06:41,https://i.ytimg.com/vi/a5-0shuVugw/maxresdefault.jpg,https://youtube.com/watch?v=a5-0shuVugw,a5-0shuVugw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
7b. How Quran debates. Anaam 1,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-18,Monday,5,52,5,2,13.46,01:06:24,https://i.ytimg.com/vi/OYxMHKzzsig/maxresdefault.jpg,https://youtube.com/watch?v=OYxMHKzzsig,OYxMHKzzsig,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"People of Heaven, Hell and in between | اہلِ جنت، اہلِ جہنم اوردرمیان والے | Dars e Quran",General Discourse,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-02-09,Thursday,16,52,11,1,23.08,39:57,https://i.ytimg.com/vi/iMhbtmuFUjE/maxresdefault.jpg,https://youtube.com/watch?v=iMhbtmuFUjE,iMhbtmuFUjE,"Dars e Quran Series # 2 According to the Quran, What will be the scene of hellfire and Heaven gardens. And what are the people of Aeraf i.e. People who will be in between the two? #jannat #jahannam #جنّت #جہنم Please subscribe to our channel And Press the bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
41. Sorat Ahzab ayat 40 to Saba end # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-21,Friday,7,51,4,0,7.84,01:04:50,https://i.ytimg.com/vi/q9IWSUeYMJ0/maxresdefault.jpg,https://youtube.com/watch?v=q9IWSUeYMJ0,q9IWSUeYMJ0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
13. Quranic Arabic Class | Different shapes of verb,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-02-15,Saturday,5,51,4,0,7.84,01:22:51,https://i.ytimg.com/vi/RRTDTPZ6fhQ/maxresdefault.jpg,https://youtube.com/watch?v=RRTDTPZ6fhQ,RRTDTPZ6fhQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
107- Mulk to Mearij | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-15,Monday,0,51,5,0,9.8,55:44,https://i.ytimg.com/vi/SZ3IFUk3mjg/maxresdefault.jpg,https://youtube.com/watch?v=SZ3IFUk3mjg,SZ3IFUk3mjg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Dr Israr Ahmad's journey to Quran,Standalone Keynotes,Civilizational History & Seerah,Companions (Sahaba),2024-04-14,Sunday,17,51,3,2,9.8,06:08,https://i.ytimg.com/vi/O-C74UpqDOA/hqdefault.jpg,https://youtube.com/watch?v=O-C74UpqDOA,O-C74UpqDOA,#quran #tarjuma #ramazan #tarjumaequran #history #muhammad #sahaba #sahabiyat #drisrarahmed #drisrarahmad #pakistan #partision #slavery #indipendenceday
Benefit of Iman? | ایمان سے کیا ملتا ہے؟ | Khutbah e Jumma,Standalone Keynotes,Constitutional Law & Statecraft,Amendments & Legal History,2023-01-06,Friday,16,51,11,1,23.53,24:59,https://i.ytimg.com/vi/7qCKOKMH7Co/maxresdefault.jpg,https://youtube.com/watch?v=7qCKOKMH7Co,7qCKOKMH7Co,"Khutba e Jumma 06-01-23 | ایمان کے انفرادی ثمرات What do we gain from Iman individually | مجھے ایمان سے کیا حاصل ہوتا ہے؟ #iman #trustgod #tawakkul #obedience #obediencetogod #qadar A comparative study of beliefs and history of Islam & Christianity #ایمان #ایمان_تازہ_کریں #توکل #اطاعت #تقدیر #اطاعتِ رسول Please subscribe to our channel And Press Bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
45. Sora Ahzab 40 to 73 | Ramzan 26,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-03-11,Wednesday,6,50,3,0,6.0,47:06,https://i.ytimg.com/vi/6OHSoFi3mpE/maxresdefault.jpg,https://youtube.com/watch?v=6OHSoFi3mpE,6OHSoFi3mpE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
27. Sora Hijr & AnNahl 50 | Ramzan 26,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-03-03,Tuesday,7,50,3,0,6.0,57:10,https://i.ytimg.com/vi/GL9Mldd79_g/maxresdefault.jpg,https://youtube.com/watch?v=GL9Mldd79_g,GL9Mldd79_g,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
25. Sorat Raad # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-13,Thursday,7,50,5,0,10.0,43:00,https://i.ytimg.com/vi/PIHCdt7XBoQ/maxresdefault.jpg,https://youtube.com/watch?v=PIHCdt7XBoQ,PIHCdt7XBoQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
42-Raad R1-6/A1-43 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-11-22,Wednesday,10,50,8,4,24.0,56:12,https://i.ytimg.com/vi/yz0ROsmoG44/maxresdefault.jpg,https://youtube.com/watch?v=yz0ROsmoG44,yz0ROsmoG44,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
تقدیر کا بہانہ | Fate's excuse,General Discourse,General Public Address,Unassigned Overview Topics,2023-11-03,Friday,16,50,5,1,12.0,27:44,https://i.ytimg.com/vi/WfaMP7d5bl4/sddefault.jpg,https://youtube.com/watch?v=WfaMP7d5bl4,WfaMP7d5bl4,Khutba e Jumma 03-11-23
نعمتوں سے متعلق پوچھا جائے گا۔,General Discourse,General Public Address,Unassigned Overview Topics,2025-04-01,Tuesday,18,49,8,1,18.37,01:09,https://i.ytimg.com/vi/yIY3rPSdKpg/maxresdefault.jpg,https://youtube.com/watch?v=yIY3rPSdKpg,yIY3rPSdKpg,تمہیں اللہ نے کیا کچھ دیا۔ تم نے آگے لوگوں کو وہ سب کچھ دیا ؟ صحت دی تو تم نے آگے دی ؟ تعلیم دی تو تم نے آگے دی ؟ روزی روٹی دی تم نے آگے دی ؟ امن و سکون دیا تم نے آگے دیا ؟ جینے کا حق دیا تم نے آگے دیا ؟ بولنے کی آزادی دی تم نے آگے دی ؟
حضرت لوطؑ و شعیبؑ علیہم السلام,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-10-05,Saturday,5,49,8,0,16.33,01:05:31,https://i.ytimg.com/vi/NyEDOZngt9c/sddefault.jpg,https://youtube.com/watch?v=NyEDOZngt9c,NyEDOZngt9c,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Secularism & Mazhab bezari,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-05-20,Monday,17,49,6,2,16.33,22:46,https://i.ytimg.com/vi/3_wjilAH7gs/maxresdefault.jpg,https://youtube.com/watch?v=3_wjilAH7gs,3_wjilAH7gs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
6c. Muslim Foreign policy. Maida 2,Standalone Keynotes,Islamic Political Systems,Jurisprudence & Policy,2024-03-17,Sunday,7,49,2,0,4.08,56:11,https://i.ytimg.com/vi/0exaIdIgy-c/maxresdefault.jpg,https://youtube.com/watch?v=0exaIdIgy-c,0exaIdIgy-c,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
92- Sura Al-Fatah R1-3/A1-27 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-12,Tuesday,5,49,4,0,8.16,41:46,https://i.ytimg.com/vi/XAw07Tt-0dE/maxresdefault.jpg,https://youtube.com/watch?v=XAw07Tt-0dE,XAw07Tt-0dE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
23- Anaam R14-18/A111-149 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-09-07,Thursday,16,49,5,0,10.2,29:29,https://i.ytimg.com/vi/Pw48MKb59jk/maxresdefault.jpg,https://youtube.com/watch?v=Pw48MKb59jk,Pw48MKb59jk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Blood Donation & Hepatitis. Think Timely,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-08-29,Friday,5,48,9,0,18.75,07:41,https://i.ytimg.com/vi/z_WO90bFWQI/maxresdefault.jpg,https://youtube.com/watch?v=z_WO90bFWQI,z_WO90bFWQI,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Ashaab e kahaf Aur Oorya Maqbool Jan,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-10-17,Thursday,12,48,2,0,4.17,19:05,https://i.ytimg.com/vi/ENtdn-eJtbs/maxresdefault.jpg,https://youtube.com/watch?v=ENtdn-eJtbs,ENtdn-eJtbs,"11-10-2024 Khutba e Jumma #muhammad #quran #ashabekahaf #currentaffairs #oryamaqbooljan #arshadsharif #jumma #khutbahjumat Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
28c. The End is the real beginning. Qadr to Naas.,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-08,Monday,7,48,4,0,8.33,46:20,https://i.ytimg.com/vi/RXC_5AHvg-s/maxresdefault.jpg,https://youtube.com/watch?v=RXC_5AHvg-s,RXC_5AHvg-s,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
57- Hajj R10/A73-78 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-01-27,Saturday,2,48,8,0,16.67,17:20,https://i.ytimg.com/vi/x6ckjeTNo6g/maxresdefault.jpg,https://youtube.com/watch?v=x6ckjeTNo6g,x6ckjeTNo6g,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
