title,primary_domain,structural_archetype,published_date,publish_day,publish_hour,views,likes,comments,engagement_rate_%,duration_formatted,thumbnail_url,url,video_id,description_clean
Independence ! But How? Part 1,Khutba e Jumma,Standalone Keynotes,14-08-24,Wednesday,0,54,3,0,5.56,27:18:00,https://i.ytimg.com/vi/PNqW9sPQnyQ/maxresdefault.jpg,https://youtube.com/watch?v=PNqW9sPQnyQ,PNqW9sPQnyQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad #independenceday #independence #palastine #bangladesh #pakistan #musa #firun #israel A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"Quranic Economic principles -2 |بازارِ مدینہ، ذخیرہ اندوزی، کرپشن۔ حلال بھرپور کماؤ | misdeclaration",SPECIAL LECTURE SERIES,Thematic Academic Seminars,28-02-23,Tuesday,2,54,3,0,5.56,33:33:00,https://i.ytimg.com/vi/DWB9gNrGQrU/maxresdefault.jpg,https://youtube.com/watch?v=DWB9gNrGQrU,DWB9gNrGQrU,"Quranic Economic principles -2. Special lecture # 17. #bribe #bazaremadina #corruption #misdeclaration #concealment #ذخیرہ-اندوزی #بازارِمدینہ #مدینہ #muhammad #quran #economy #کرپشن Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
3/14 Quranic Arabic Learning,Unassigned Individual Uploads,Standalone Keynotes,24-01-26,Saturday,5,54,9,1,18.52,1:19:16,https://i.ytimg.com/vi/iOMO8w27xBI/maxresdefault.jpg,https://youtube.com/watch?v=iOMO8w27xBI,iOMO8w27xBI,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
20. Anfaal 20-75 # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,10-03-25,Monday,7,53,3,0,5.66,53:38:00,https://i.ytimg.com/vi/5Hi9M8ok8rA/maxresdefault.jpg,https://youtube.com/watch?v=5Hi9M8ok8rA,5Hi9M8ok8rA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
تحریک آزادی کا قرآنی بیان 2,Online Seerat sessions,Standalone Keynotes,20-10-24,Sunday,4,53,6,0,11.32,55:46:00,https://i.ytimg.com/vi/6yovYvT6OxY/maxresdefault.jpg,https://youtube.com/watch?v=6yovYvT6OxY,6yovYvT6OxY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
کوہ طور سے فرعون کے سامنے تک,Online Seerat sessions,Standalone Keynotes,27-10-24,Sunday,4,53,5,1,11.32,1:04:41,https://i.ytimg.com/vi/lnf5ucNJbyw/maxresdefault.jpg,https://youtube.com/watch?v=lnf5ucNJbyw,lnf5ucNJbyw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
14c. Dajjaliat. Mosa and Khizr A.S. Kahaf 2,Live Ramazan 2024,Standalone Keynotes,25-03-24,Monday,14,53,2,0,3.77,55:46:00,https://i.ytimg.com/vi/j7R8IEDjE6M/maxresdefault.jpg,https://youtube.com/watch?v=j7R8IEDjE6M,j7R8IEDjE6M,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
3c. Christian beliefs. Aal e Imran 1,Live Ramazan 2024,Standalone Keynotes,14-03-24,Thursday,9,53,3,0,5.66,38:39:00,https://i.ytimg.com/vi/34PtzFqPMYQ/maxresdefault.jpg,https://youtube.com/watch?v=34PtzFqPMYQ,34PtzFqPMYQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
41- Yusuf R5-12/A36-111 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,20-11-23,Monday,6,53,4,0,7.55,49:08:00,https://i.ytimg.com/vi/T2PHtSnUixM/maxresdefault.jpg,https://youtube.com/watch?v=T2PHtSnUixM,T2PHtSnUixM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
46. Sora Saba & Fatir | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,11-03-26,Wednesday,8,52,4,0,7.69,49:16:00,https://i.ytimg.com/vi/9HXsNtiJnxA/maxresdefault.jpg,https://youtube.com/watch?v=9HXsNtiJnxA,9HXsNtiJnxA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
40. Sorat Sajda & Ahzab ayat 40 # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,21-03-25,Friday,6,52,6,0,11.54,1:42:44,https://i.ytimg.com/vi/Wx-QtAYi5MQ/maxresdefault.jpg,https://youtube.com/watch?v=Wx-QtAYi5MQ,Wx-QtAYi5MQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Last. Sorat Lail to Naas & Fatiha # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,28-03-25,Friday,20,52,8,0,15.38,2:02:04,https://i.ytimg.com/vi/cjo8OfvbN-w/maxresdefault.jpg,https://youtube.com/watch?v=cjo8OfvbN-w,cjo8OfvbN-w,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
21b. Sorat Yaseen. Heart of Quran. A single Ummati,Live Ramazan 2024,Standalone Keynotes,01-04-24,Monday,6,52,1,0,1.92,1:06:41,https://i.ytimg.com/vi/a5-0shuVugw/maxresdefault.jpg,https://youtube.com/watch?v=a5-0shuVugw,a5-0shuVugw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
7b. How Quran debates. Anaam 1,Live Ramazan 2024,Standalone Keynotes,18-03-24,Monday,5,52,5,2,13.46,1:06:24,https://i.ytimg.com/vi/OYxMHKzzsig/maxresdefault.jpg,https://youtube.com/watch?v=OYxMHKzzsig,OYxMHKzzsig,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
108- Nooh to Mudassir | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,16-04-24,Tuesday,5,52,2,0,3.85,59:49:00,https://i.ytimg.com/vi/-_Bzbsh3BEg/maxresdefault.jpg,https://youtube.com/watch?v=-_Bzbsh3BEg,#NAME?,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"People of Heaven, Hell and in between | اہلِ جنت، اہلِ جہنم اوردرمیان والے | Dars e Quran",Dars e Quran,General Discourse,09-02-23,Thursday,16,52,11,1,23.08,39:57:00,https://i.ytimg.com/vi/iMhbtmuFUjE/maxresdefault.jpg,https://youtube.com/watch?v=iMhbtmuFUjE,iMhbtmuFUjE,"Dars e Quran Series # 2 According to the Quran, What will be the scene of hellfire and Heaven gardens. And what are the people of Aeraf i.e. People who will be in between the two? #jannat #jahannam #جنّت #جہنم Please subscribe to our channel And Press the bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
41. Sorat Ahzab ayat 40 to Saba end # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,21-03-25,Friday,7,51,4,0,7.84,1:04:50,https://i.ytimg.com/vi/q9IWSUeYMJ0/maxresdefault.jpg,https://youtube.com/watch?v=q9IWSUeYMJ0,q9IWSUeYMJ0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
13. Quranic Arabic Class | Different shapes of verb,Online Quranic Arabic Course,Standalone Keynotes,15-02-25,Saturday,5,51,4,0,7.84,1:22:51,https://i.ytimg.com/vi/RRTDTPZ6fhQ/maxresdefault.jpg,https://youtube.com/watch?v=RRTDTPZ6fhQ,RRTDTPZ6fhQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
107- Mulk to Mearij | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,15-04-24,Monday,0,51,5,0,9.8,55:44:00,https://i.ytimg.com/vi/SZ3IFUk3mjg/maxresdefault.jpg,https://youtube.com/watch?v=SZ3IFUk3mjg,SZ3IFUk3mjg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Dr Israr Ahmad's journey to Quran,Our Teachers,Standalone Keynotes,14-04-24,Sunday,17,51,3,2,9.8,6:08,https://i.ytimg.com/vi/O-C74UpqDOA/hqdefault.jpg,https://youtube.com/watch?v=O-C74UpqDOA,O-C74UpqDOA,#quran #tarjuma #ramazan #tarjumaequran #history #muhammad #sahaba #sahabiyat #drisrarahmed #drisrarahmad #pakistan #partision #slavery #indipendenceday
Benefit of Iman? | ایمان سے کیا ملتا ہے؟ | Khutbah e Jumma,Khutba e Jumma,Standalone Keynotes,06-01-23,Friday,16,51,11,1,23.53,24:59:00,https://i.ytimg.com/vi/7qCKOKMH7Co/maxresdefault.jpg,https://youtube.com/watch?v=7qCKOKMH7Co,7qCKOKMH7Co,"Khutba e Jumma 06-01-23 | ایمان کے انفرادی ثمرات What do we gain from Iman individually | مجھے ایمان سے کیا حاصل ہوتا ہے؟ #iman #trustgod #tawakkul #obedience #obediencetogod #qadar A comparative study of beliefs and history of Islam & Christianity #ایمان #ایمان_تازہ_کریں #توکل #اطاعت #تقدیر #اطاعتِ رسول Please subscribe to our channel And Press Bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
45. Sora Ahzab 40 to 73 | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,11-03-26,Wednesday,6,50,3,0,6,47:06:00,https://i.ytimg.com/vi/6OHSoFi3mpE/maxresdefault.jpg,https://youtube.com/watch?v=6OHSoFi3mpE,6OHSoFi3mpE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
27. Sora Hijr & AnNahl 50 | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,03-03-26,Tuesday,7,50,3,0,6,57:10:00,https://i.ytimg.com/vi/GL9Mldd79_g/maxresdefault.jpg,https://youtube.com/watch?v=GL9Mldd79_g,GL9Mldd79_g,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
25. Sorat Raad # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,13-03-25,Thursday,7,50,5,0,10,43:00:00,https://i.ytimg.com/vi/PIHCdt7XBoQ/maxresdefault.jpg,https://youtube.com/watch?v=PIHCdt7XBoQ,PIHCdt7XBoQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
42-Raad R1-6/A1-43 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,22-11-23,Wednesday,10,50,8,4,24,56:12:00,https://i.ytimg.com/vi/yz0ROsmoG44/maxresdefault.jpg,https://youtube.com/watch?v=yz0ROsmoG44,yz0ROsmoG44,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
تقدیر کا بہانہ | Fate's excuse,Khutba e Jumma,General Discourse,03-11-23,Friday,16,50,5,1,12,27:44:00,https://i.ytimg.com/vi/WfaMP7d5bl4/sddefault.jpg,https://youtube.com/watch?v=WfaMP7d5bl4,WfaMP7d5bl4,Khutba e Jumma 03-11-23
حضرت لوطؑ و شعیبؑ علیہم السلام,Online Seerat sessions,Standalone Keynotes,05-10-24,Saturday,5,49,8,0,16.33,1:05:31,https://i.ytimg.com/vi/NyEDOZngt9c/sddefault.jpg,https://youtube.com/watch?v=NyEDOZngt9c,NyEDOZngt9c,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
6c. Muslim Foreign policy. Maida 2,Live Ramazan 2024,Standalone Keynotes,17-03-24,Sunday,7,49,2,0,4.08,56:11:00,https://i.ytimg.com/vi/0exaIdIgy-c/maxresdefault.jpg,https://youtube.com/watch?v=0exaIdIgy-c,0exaIdIgy-c,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
23- Anaam R14-18/A111-149 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,07-09-23,Thursday,16,49,5,0,10.2,29:29:00,https://i.ytimg.com/vi/Pw48MKb59jk/maxresdefault.jpg,https://youtube.com/watch?v=Pw48MKb59jk,Pw48MKb59jk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
92- Sura Al-Fatah R1-3/A1-27 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,12-03-24,Tuesday,5,49,4,0,8.16,41:46:00,https://i.ytimg.com/vi/XAw07Tt-0dE/maxresdefault.jpg,https://youtube.com/watch?v=XAw07Tt-0dE,XAw07Tt-0dE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Secularism & Mazhab bezari,Khutba e Jumma,Standalone Keynotes,20-05-24,Monday,17,49,6,2,16.33,22:46,https://i.ytimg.com/vi/3_wjilAH7gs/maxresdefault.jpg,https://youtube.com/watch?v=3_wjilAH7gs,3_wjilAH7gs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
نعمتوں سے متعلق پوچھا جائے گا۔,Unassigned Individual Uploads,General Discourse,01-04-25,Tuesday,18,49,8,1,18.37,1:09,https://i.ytimg.com/vi/yIY3rPSdKpg/maxresdefault.jpg,https://youtube.com/watch?v=yIY3rPSdKpg,yIY3rPSdKpg,تمہیں اللہ نے کیا کچھ دیا۔ تم نے آگے لوگوں کو وہ سب کچھ دیا ؟ صحت دی تو تم نے آگے دی ؟ تعلیم دی تو تم نے آگے دی ؟ روزی روٹی دی تم نے آگے دی ؟ امن و سکون دیا تم نے آگے دیا ؟ جینے کا حق دیا تم نے آگے دیا ؟ بولنے کی آزادی دی تم نے آگے دی ؟
